"Tweet","Continent"
"bored shopping moment 2 sunset garagesunset iphone5s saltlakecity utah walmart supercenter httptcojksht9gvmi","NorthAmerica"
"im getting an iphone 5s dead ass lol i need to have imessage face time but i will miss my android","NorthAmerica"
"intheshadows iphone5s uk derby night httptcohkwbsq4xb9","Europe"
"like the iphone 5s has a fingerprint scanner what the heck can come next thinking","NorthAmerica"
"phones4u got a very good deal today for an iphone5s will be going back to upgrade my own when the time comes","Europe"
"i hope my dad gets me the iphone5s for christmas","NorthAmerica"
"mrderrickshreve awfulannouncing man this iphone 5s is quick cool cell phone can do that","NorthAmerica"
"gettin the iphone 5s ","NorthAmerica"
"this girl just got the gold iphone 5s spoiledwife","NorthAmerica"
"finally upgraded my hit to the iphone5s no more crack screen for me in there","NorthAmerica"
"i just want the iphone 5s now","NorthAmerica"
"k but my dad got the gold iphone 5s ","NorthAmerica"
"maggieduprey uni got the new iphone5s for no reason and i didnt even get it","NorthAmerica"
"which would you choose and why samsung apple iphone5s galaxynote3 haylos haven httptcos40d4rdu5w","NorthAmerica"
"only peasants and poor people get the iphone 5c respectable people have the iphone 5s","NorthAmerica"
"applenws just got the iphone 5s best phone ever to come out in my opinion keep up the great work","NorthAmerica"
"i cant wait to have a iphone 5s 14days","NorthAmerica"
"originalstix getting close originalstix authenticity iphone5s httptcotw5ojhpltn natefowler609","NorthAmerica"
"iphone 5s is coming to smart on november 15 2013 get it for only p1799month httptco3im4becbuh httptcofifpavjwa4","NULL"
"i just dropped my iphone 5s for the first time gotta see if ma baby is okay ","NorthAmerica"
"i want the iphone 5s but my mom is being difficult right now","NorthAmerica"
"get the 5s this week or wait for the iphone 6","NorthAmerica"
"my big bro just updated to the trend he just got an iphone 5s yesterday","NULL"
"iphone 5s 32gb gold on eeorangetmobile applecare too anyone interested","Europe"
"rain drops taken by iphone 5s karlovy vary httptcosml8frs4ku","Europe"
"i wantaniphone5s dont you enter thepricecheck competition here httptcopxlknrweyg 5s sponsored by cacellcoza","Africa"
"i wantaniphone5s dont you enter thepricecheck competition here httptcopxlknrweyg 5s sponsored by cacell","Africa"
"brand new iphone5s for sale 32gb black pm me of interested","Asia"
"new apple inc iphone 5s 5c doing much better than samsung galaxy s4 financial expresshttptconwhvdj8wg4","Asia"
"light speed santiago iphone5s metro baquedano httptco6arp0imeel","SouthAmerica"
"o2 iphone 5s my housemates is a 4s i am on the latest software he isnt his signal is still terrible im at work and have a boostbox here","Europe"
"just trying my fisheye lens for iphone 5s mmmm what do you think staffelsee murnau httptcoidaupw3x2b","Europe"
"finally got myself a phone sorted hello shiny new iphone 5s ","Europe"
"charlesarthur iphone 5 started at 455k 5c starts at 41k 5s starts at 535k","Asia"
"ipad air sheyiphunmii koredini iphone 5s rt questionnier mention something you wish to buy very cheap price fallyakatasale","Africa"
"walking in the city centrum taken by iphone 5s karlovy vary httptcof8ouqeikex","Europe"
"new hair cut doglovers animallovers dog statigram instanesia iphone5s ridja mansion httptcob8jo3gcbyc","NULL"
"kinda pissed i didnt get the iphone5s this weekend lol","NorthAmerica"
"i have a 16gb iphone 5s gold for sale looking for decent offers before trading in or putting on ebay if anyone interested","Europe"
"one month till i get my iphone 5s","Europe"
"gmail exchange on my iphone 5s is not working any ideas why help ios7 iphone5s","Asia"
"vodafoneireland any idea when youll have iphone 55s certified for lte","Europe"
"i need the iphone5s","Africa"
"here it is iphone5s httptcojwevizjept","Europe"
"i got buttons for my iphone but now i dont need them since i got the 5s","NorthAmerica"
"i watched tv program about iphone5c and iphone5s haha konti lang difference","Asia"
"oh ya for those iptas students got ptptn dont waste your money to buy an iphone 5s follow the trend memang binasa","NULL"
"rt meccabingo rtandfollow for a chance to win an iphone 5s to celebrate our new iphone app httptcofmfmxgd4b3 ends 2nd dec 2013 ","Europe"
"en labor modeon gq chiefrocka chiefrockastyle tiempoparatodo iphone5s ante despacho presidencial httptcorzbcxf0yzm","NorthAmerica"
"between storms sunrise sunrays clouds cloudporn storm sky iphone5s backyard of the lodge at httptcoirrrmusu34","NorthAmerica"
"user iphone 5s gold ","NULL"
"mighty impressed with the low light capability of this phone nofilter iphone5s morjim beach httptcoqiamvn0hym","Asia"
"its interesting how on iphone 5 s the grass is exposed pass the frame just enough so that the glass would break if you drop it iphone5s","NorthAmerica"
"i want the iphone 5swilling to sell my skyrocket for 300 btw the skyrocket costed 2 times more than 300 but gotta check w vboy first","Asia"
"lancerichard13 lets go get a iphone 5s today lol","NorthAmerica"
"choosing between getting the iphone 5c now or waiting until christmas for the 5s is too hardddd","NorthAmerica"
"i want the iphone 5s soooooooo bad ","Asia"
"iphone 5s comming soon","Europe"
"400 without an upgrade for the iphone 5s too expensive right now","NorthAmerica"
"two cokes and a candle lowlight iphone5s morjim beach httptcoajsoz2d6im","Asia"
"alfredyay work for that iphone 5s","NorthAmerica"
"im working vscocam iphone5s realtime ekeby skola httptcohikhgnecma","Europe"
"this nig got the gold iphone 5s typicalnig","NorthAmerica"
"one of my coworker putting a protector for this 24k gold iphone5s custom made for floyd mayweather jr httptco7hvozgbmup","Asia"
"people say money cant buy happiness but im pretty damn happy macbook apple iphone5s httptcoytjreamcoa","NorthAmerica"
"chelseapatel cultofmac htc one goes gold as it steps up fight against iphone 5s httptcolxjzrpssqd","NorthAmerica"
"ton iphone 5s tombe par terre tranquille la haine ","Europe"
"i need i phone 5s","NULL"
"new iphone 5s not to bad same as the iphone 5 tho","Europe"
"so yesterday i bought a really pretty iphone 5 case so now i have to get the iphone 5s ","NorthAmerica"
"just when i said i need a new phone i get a call from ee out of the blue to let me know i can get a new iphone 5s for free winning","Europe"
"actually in love with my iphone 5s","Europe"
"finally got the iphone5s httptcoz8dxlvhkyq","Africa"
"xoxolord galaxy star fansite noona will give kai an iphone 5s for his upcoming birthdayhttptcomcmx1daqjd","Asia"
"all i want for christmas is a ps4 a new car and a black iphone 5s i dont ask for much do i santa ","NorthAmerica"
"wtf the vibrate on my phone doesnt work 1 month til upgrade woo woo iphone5s","Europe"
"trying to get on this iphone 5s tips","NorthAmerica"
"im so happy i became friends with this bell representative last year hes giving me the nicest deal on an iphone 5s","NorthAmerica"
"the battery on my iphone is some shit man i swear ill be glad when i get this 5s","NorthAmerica"
"got my new iphone 5s last night","NorthAmerica"
"fucniggagotanna im the only 1 in bhs with the gold iphone 5s no your not jordan got one","NorthAmerica"
"you know i think id like my iphone5s better if it didnt decide to not play my ringtones even though theyre turned on iphoneproblems","NorthAmerica"
"like i dont want a half vibrate then a message to appear and then my tones to go off after i unlock my screen iphone5s iphoneproblems","NorthAmerica"
"really tryin to get the iphone 5s on black friday done with this 4","NorthAmerica"
"or a iphone 5s","NorthAmerica"
"christleyuy all i want for christmas is you joke iphone 5s gusto ko","Asia"
"i want an iphone 5s","Asia"
"anybody selling a iphone 5s","NorthAmerica"
"now i wonder what iphone 5s plans emobileireland have and can they beat the offer ive been offered by vodafone","Europe"
"uscellular iphone 5s is now available from us cellular httptcop5kw6pjqin kenseydeal","NorthAmerica"
"im thinking its a pumpkin spice latte new iphone 5s manipedi sushi kinda day princesstime spoiled","NorthAmerica"
"32gb iphone 5s is 819 unlocked wat literally double the price of googles flagship","NorthAmerica"
"my own version of the iphone 5s httptcog6vuvwwcfx","NULL"
"anyone want to buy a iphone 5s 300","Europe"
"slomo test of iphone 5s and my weakness tricks iphone 5s bmx ride slomo tommys place httptco3tksucnpec","Asia"
"iphone trinkets tshirts lanyards mugs iphone4s iphone5c iphone5s 31st floor sitel philippines httptcofywmfyutss","Asia"
"my teacher really stopped me after class to ask if my phone was the iphone 5s lmao duh ","NorthAmerica"
"lbaird95 oh look im baird and iv got an iphone 5s","Europe"
"lancelotsarmor love my holy grail for black iphone 5s best screen protector ever how about one completely clear","Europe"
"engadgetweekly roundup xbox one and nokia lumia 2520 reviews the future of ea games and morehttptcojfhhw8x9jk","Asia"
"how much o rt adrnzr want to sell my iphone anyone insterested 5s 64gb","NULL"
"matts happy italian boy got that gold iphone5s lolol cx im going to miss his little cute phone ","NorthAmerica"
"im about that iphone 5s life","Africa"
"my phone keeps having spasm attacks i think its time for the 5s","NorthAmerica"
"used an iphone 5s today for the first time have to say its pretty impressive but is it really worth the upgrade apple fanboy","Asia"
"wallmarts offering the iphone 5s for 189 this year for black friday","NorthAmerica"
"so i spent money on this iphone 5s and nobody wanna text a nigga never again","NorthAmerica"
"silent igers igersbeijing iphone5s archdaily architecture trb beijing instahub instavscocam httptcofwxatiqfxs","Asia"
"i really cant wait for my upgrade and get this 5s this iphone 4 is about to get smashed against the wall lol","NorthAmerica"
"well hello beautiful iphone5s httptcocznslctqyn","Europe"
"empty igers igersbeijing iphone5s beijing trb instahub instagood instavscocam archdaily httptcoym6b5lfras","Asia"
"i got the iphone 5s bye haters ","NorthAmerica"
"gathered sky light installation by james turrel igers igersbeijing iphone5s beijing sky art httptcoseh432raan","Asia"
"think my hands are tooo small how else could i find the iphone 5s big to hold","Asia"
"o2 why are airtime plans for iphone 5s different prices for different gb size phones thought you paid phone plan and airtime separate","Europe"
"i love my new iphone5s my new toy","NorthAmerica"
"umdoes anyone know how to jailbreak an iphone 5s","NorthAmerica"
"ready to get my iphone 5s this glaxaxy s3 just ugh ","NorthAmerica"
"finally i bought my iphone 5s gold ","Africa"
"farhandraffar 4sold 5scoming soon havoc iphone user","NULL"
"paddybireland i have the htc one mini paddy and i think its better than the iphone 5s theyre similar in shapesize","Europe"
"raynators 5s 64gb sold lamborghini veneno coming soon another iphone user havoc sampai mati","NULL"
"i need a iphone 5s like now","NorthAmerica"
"just activated my gold iphone 5s ","NorthAmerica"
"cheeky sneak peak of the iphone 5s hopefully getting it for christmas ","Europe"
"not really sure how to go forward with my ever since i got an iphone 5s i cant make phone calls from my apartment problem cant prove it","NorthAmerica"
"the fingerprint scanner on iphone 5s is boss until you have a shower and your fingers go wrinkly ","Europe"
"how do you get the emoji on to your messages n tweets got new i phone 5s canne remember how to do it lol","Europe"
"finally have an iphone 5s woooooooo","Europe"
"im really wanting the black iphone 5s im done with white","NorthAmerica"
"if i saved up all the money ive gone over on phone bills in the last year im sure id have saved enough for a iphone 5s","Europe"
"treated myself to an iphone 5s today sorry bank account","Europe"
"bought ericanoodle the iphone 5s for her bday now i want one fail","NorthAmerica"
"battery life on iphone 5s is a joke ","Europe"
"im getting an iphone 5s fucking yetttttiiii nae more iphone 3gs nae more ios 41 hahaha","Europe"
"iphone 5s rocks","NorthAmerica"
"iphone 5s being delivered wednesday thanks threecare soexcited","Europe"
"how on earth you get that iphone 5s youre just a kid spoil brat","NULL"
"i want the iphone 5s","NorthAmerica"
"stephgump the iphone 5s camera is mad sexy making me look like one 1110 you knowi think that was god","Europe"
"i need to get my new iphone 5s asap this 4s is giving up on me","NorthAmerica"
"god i love my iphone 5s teamapple nerd inlove iphone","NorthAmerica"
"charlottedanso says the girl with the iphone 5ssmh","Europe"
"i really need the iphone 5s","NorthAmerica"
"nkanyezikubheka maybe i should give away an iphone 5s and 5c since everyone has been on that i love my s4 tweetsmay i be the 1st","Africa"
"today i registered my cats paw on my iphone 5s fingerprint scanner after my scratches heal i will attempt to use the paw to buy an app","NorthAmerica"
"noahkravitz what happened to the iphone 5s ","Asia"
"at theavenues iphone5s avenues httptcoh4lpt9be61","Asia"
"thesedamnquote iphone 5s for christmas retweet if you want one already got it ","NorthAmerica"
"wishlist for christmasiphone5smacbook airipad beatsjust dance 2014 xbox kinectticket philippines hanggang pangarap lng haha ","Europe"
"ordered 16gb 5s last night thought id chosen silver but i chose gold face palm ill get used to it grateful for a new phone","NorthAmerica"
"this time tomorrow ill have an iphone 5s and it will be a good day","Europe"
"besides my protein and weights all i want for my birthday is the iphone 5s which im getting lol","NorthAmerica"
"a fucking cadburys cream egg blew up on my iphone 5s its now covered in goo fuck you cadburyuk","Europe"
"vodafoneukdeals hi guys can upgrade now but no iphone 5s 16gb in stock any idea when theyll be back in stock cheers","Europe"
"iphone 5s has slow motion on the camera legit","NorthAmerica"
"i want a puppy and a iphone 5s","NorthAmerica"
"iphone 5s in less then a month yussss","NorthAmerica"
"hai no u r khothing 4 sure nkanyezik maybe i should give away an iphone 5s and 5c since everyone has been on that i love my s4 tweets","Africa"
"getting my new iphone 5s today teamiphone","NorthAmerica"
"my new gold iphone 5s is glorious happycustomer","NorthAmerica"
"mendmyi are the iphone 5c and 5s screen protectors the same size","Europe"
"anyone have a good suggestion for iphone 5s phone covers i think i want one that is seethrough","NorthAmerica"
"i roam between an iphone 5 and a 5s belgium and monaco international keyboard settings the same 5s not as good as the 5 for text input","Europe"
"dezzyrayanne im getting the iphone 5s next week buy me one 2 ","NorthAmerica"
"iphone 5s swag finally yay nocracks merrychristmastoome ","NorthAmerica"
"this battery on this iphone 5s is love it only die quick when i stay playing candy crush ","NorthAmerica"
"would getting the iphone 5s on black friday be a better deal ","NorthAmerica"
"going to buy the iphone 5s ","NorthAmerica"
"metrocity muck friend phototheday besttheday meral iphone5s metrocity httptconem9oaq7il","Asia"
"dokadnie tak mmmmichelle14 the only downside to having an iphone 5s is constantly having to demonstrate the touch id","Europe"
"i got insurance on my 5s for two years for like 80 bucks because i was super nice to the lady on the phone ","NorthAmerica"
"just got ma iphone 5s","NorthAmerica"
"iphone 5s for mother ","Asia"
"goldengate bridge sanfran sanfrancisco bridge goldengate pano iphone5s golden gate bridge httptcopthamcjs4h","NorthAmerica"
"someone be a babe and buy me the iphone 5s in good ","Europe"
"selling an iphone 5 if anyone is interested 5s on the way ","Europe"
"we were watching youtube videos in computers class today and theres this guy breaking his new iphone 5s","Europe"
"rt if you own an iphone5s","Africa"
"after seeing the iphone 5s i see its no use in having a iphone if you dont have that model","NorthAmerica"
"safari on iphone 5s blows switched to opera and life is better","NorthAmerica"
"why the fuck would someone break their brand new iphone 5s you have no heart psycho","Europe"
"iphone 5s en poche ","Europe"
"oomf pum pum so good iphone 5s","NorthAmerica"
"shattered my new iphone 5s what a bummer going to the apple store today at noon lets see what this costs clumsy idiot","NorthAmerica"
"so many apple products and deals help air or mini 2 air or rmbp iphone 5s im just way too indecisive firstworldproblems","NorthAmerica"
"might be getting the iphone 5s ","Europe"
"this st germain royale cocktail champagne is bitchin iphone5s slomo palm court brasserie httptcohfocwzat6f","Europe"
"spoiled lol darlingjess that phone call i get from daddy asking if i still want the 5s mmm sure why not haha","NorthAmerica"
"that gold iphone 5s would be so awesome right now wishfulthinking","NorthAmerica"
"in love wit this iphone5s its my new baby","NorthAmerica"
"sprintcare we ordered a direct2ship instore iphone 5s at a dealer who gave delivery dates they couldnt back up canceled order no refund","NorthAmerica"
"iphone5s on friday ","Europe"
"brb gonna go drop 800 on a iphone5s","NorthAmerica"
"iphone 5 5s 5c wires just came in flat wires and gadget wires we have 3 foot and 12 foot wires httptcojnh9numfdt","NorthAmerica"
"thank god my iphone 5s came today i was so sick of looking at a cracked screen lol loveit ","NorthAmerica"
"jmcdizzle66 if i had enough money id get all my friends iphone 5s ","NorthAmerica"
"apphipmom cool yes theres a lot to love abt the iphone5skeep snapping away on the iphoneography","NorthAmerica"
"iphone 5s for 40 bucks helllllll yes","NorthAmerica"
"im definitely in love with my iphone 5s its so beautiful and gold and perfect my iphone is first in my life bahaha onthereal","NorthAmerica"
"emmeff7 stevenwhitehill scottr1981 anybody want to buy an iphone 5s","Europe"
"i restored my iphone 5s as new and lost all my messages and app data to fix this battery issuebutitdidntwork help apple almostdead","NorthAmerica"
"should i really switch over to the iphone 5s is it really worth it just for the fingerprint thing","SouthAmerica"
"the columns taken with iphone 5s edited with filterstorm neuesnapseeddramaticbw apps httptcow5xnp3qpdl","Europe"
"the columns taken with iphone 5s edited with filterstorm neuesnapseeddramaticbw apps httptcoaavlbdqlma","Europe"
"iphone 5s next month","NorthAmerica"
"i want the iphone 5s already","NorthAmerica"
"xerhra itzimaam motorola itzimaam questionnier rep your mobile phone fallyakatasale iphone5s 24k gold alaji boss","Africa"
"need opinions i have an iphone 5 hate it is it worth making the switch to either the galaxy s4 or the iphone 5s","NorthAmerica"
"now im in tmobile looking at playing with the iphone 5s5c ","NorthAmerica"
"gtlxjason picking up your phone iphone5s","NorthAmerica"
"omg i am excited to buy new iphone 5s in thankgiving day november 2813","NorthAmerica"
"uktescooffers apple iphone 5s is now available order yours today httptco6mr6r7aect i pay that much just for the 5 annoying","Europe"
"well i got breakfast tacos an iphone 5s and ive watched bridesmaids and elf today has been pretty perfect so far","NorthAmerica"
"tbhtechnology gold iphone5s httptcoi0iwj9tztj i would like","NorthAmerica"
"getting my new iphone 5s so happy","NorthAmerica"
"got an email to say the iphone 5s i ordered is out of stock what the fuck 3 so upset what am i gonna do","Europe"
"so i guess its gonna be the iphone 5s","NorthAmerica"
"i need a new phone for christmas anyone iphone 5s gold thanks ","NorthAmerica"
"my new iphone 5s just fell in the toilet guess what still works perfectly thank you chemistry gods","NorthAmerica"
"heard barackobama is in sf today first one to post a frontback with him win an iphone 5s no joke schedule httptcorsvmvr4hjx","NorthAmerica"
"i love my iphone 4 but i really wanna get the 5s","NorthAmerica"
"iphone 5s iphone 4s enoughsaid","NorthAmerica"
"xobrenna yeah its big but also slim like the s4 they have big hands so its good for them but if you have iphone 5s hands dont lol","NorthAmerica"
"really cant believe ive just seen someone complaining because they have the iphone 5 and not the 5s like are you serious","Europe"
"finally got that iphone 5s","NorthAmerica"
"might be getting the iphone 5s ","Europe"
"my fucking stepmom just came home with an iphone 5s what the actual fuck","NorthAmerica"
"okay idk what i want for christmasi can either get the iphone5s but im blackcause i kinda want the black oneor get","NorthAmerica"
"iphone 5s is sick","Europe"
"iphone 5s batteries are a disgrace cant even sustain 100 whilst on charge 0 brightness and no open apps","Europe"
"that iphone 5s is gonna be here tomorrow","NorthAmerica"
"i want my new iphone 5s now this one is shit","Australia"
"somedays my iphone5s bluetooth loves me long time today has not been one of those days firstworldproblems httptcow41plz640k","NorthAmerica"
"do i or dont i get the iphone 5s hmm","Europe"
"my iphone 5s httptcoqqxqs7kq9b","Europe"
"got both the 5s and 5c but their shit just gonna stick with my normal iphone 5 instead","Europe"
"getting the black iphone 5s thank fucking god ","NorthAmerica"
"anyone sellin a iphone 5 5s for verizon","NorthAmerica"
"my grandma got me an iphone 5s that i cant open till christmas httptcokojpzfegoa","NorthAmerica"
"this 32gb iphone 5s is full of things","NorthAmerica"
"huh not getting iphone 5s cause dad doesnt want to spend 300 dollars no way im getting a 16 gb","NorthAmerica"
"idk wether to switch to the galaxy s4 or the i iphone 5s","NorthAmerica"
"buying my iphone 5s myself instead of waiting until my birthday has turned out to be such a good idea","Europe"
"friends i need your help i need a new phone and not sure what to get any suggestions fyi im not impressed by the 5s","NorthAmerica"
"people who already have the iphone 5s andor xbox one andor getting ps4 spoilt bye hater stay away from me materialistic persano laterz","Europe"
"just the other day i helped convert an android phone user to an iphone 5s upgrade uscellular","NorthAmerica"
"my dad just got an iphone 5s through work ","NorthAmerica"
"i was thinking that i should have gotten an iphone5s and a virginmobileusa a while ago smh","NorthAmerica"
"my early christmas present for myself black iphone5s tmobile httptco0t05trllzn","NorthAmerica"
"ive decided im getting the iphone 5s","NorthAmerica"
"team iphone again 5s","NorthAmerica"
"this iphone 5s is beautifulllll ","NorthAmerica"
"this iphone 5s is beautifullllllll ","NorthAmerica"
"im eligible for an upgrade next month hello iphone 5s ","NorthAmerica"
"i want the iphone 5s but i have a feeling i wont get it","Europe"
