"","Score","Tweet","Continent"
"976",4,"omg baba called me just now and ask which color i want for iphone 5s hes going to buy for me omgggggggg am i dreaminggggg ","NULL"
"977",-2,"the iphone 5s takes horrible pictures im thinking about selling mine and going back to team galaxy","NorthAmerica"
"978",1,"having problems in my iphone 5s receive no code after request","SouthAmerica"
"979",0,"oh siri i love you iphone5s","NorthAmerica"
"980",-1,"chilling weekend ressoi friends at home ganja iphone5s quality boisredon httptcoy4x3ehrf8n","Europe"
"981",0,"i want the iphone 5s ","NorthAmerica"
"982",1,"joshaldridge14 an ipad new uggs iphone 5s michael kors watch teeth whitened ted baker bag not much you","Europe"
"983",0,"what color iphone 5s should i get helppp","NorthAmerica"
"984",2,"okay so lily has just got an iphone 5s thinks im jealous nope that shit got nothin on me sofabulous ","Europe"
"985",3,"joining team iphone very shortlythe only question is 5s or 5c thinking the one with the plastic back may be better for me","Europe"
"986",1,"anyone know how to uninstall an app on a iphone 5s ","NorthAmerica"
"987",1,"iphone 5s nexus 5 ipad air 15 mbp retina 2012 imac geariamproudoff allnewgear","Asia"
"988",2,"just been informed the iphone 5s is the last phone my mam or dad will ever buy me hate growing up me","Europe"
"989",2,"selling iphone 5s black 16gb for 7000hkd i will personally bring it from hong kong on dec 1st factory unlocked anyone interested pls rt","Asia"
"990",2,"subra30 no all the phones suck the only good phone is iphone 5s","NULL"
"991",0,"get iphone 5s online its the fastest way to get the phone iphone5s","NULL"
"992",2,"yay my dads getting me the gold iphone 5s","NorthAmerica"
"993",0,"if ur an iphone user put ur hands up 5s","Europe"
"994",-1,"phone upgraded and cheaper bonus shiny new iphone 5s arriving on tuesday ill be joining the kids on 4g too oooh","Europe"
"995",1,"lifeofthaboss ima buy a iphone 5s next week i cant do this alias shit nomore me too blood lol","NorthAmerica"
"996",1,"definitely getting that iphone 5s","NorthAmerica"
"997",0,"iphone 2g3g3gs44s55c5s6","NULL"
"998",2,"wish gold iphone5s is waitin for me at the shop really need one","Asia"
"999",1,"my christmas list consists of a gold iphone 5s a blue vest and chocolate","NorthAmerica"
"1000",1,"my christmas list consists of a gold iphone 5s a blue vest and chocolate","NorthAmerica"
"1001",1,"finally a phone that the top button works iphone5s","NorthAmerica"
"1002",0," time instagram iphone5s instagramer cards playing friends karkabull chrissmak httptcoii34bgugwa","Europe"
"1003",2,"chirashi sushi cake oo by the iphone 5s love instagood me cute follow like photooftheday httptcoms5xmvcova","Asia"
"1004",0,"ps4 or iphone 5s and the price are all the same","Asia"
"1005",3,"play station 4 on an iphone 5s that is the question","Europe"
"1006",1,"chesscom fix facebook login for iphone 5s app","NorthAmerica"
"1007",1,"love my new gold iphone 5s ","NorthAmerica"
"1008",1,"whats better the iphone 5s or the htc one","Europe"
"1009",0,"my phone is so slow iphone 5s","Europe"
"1010",2,"wish someone would buy my iphone already so i can upgrade to the 5s ","Europe"
"1011",1,"just ordered my iphone 5s finally ","NorthAmerica"
"1012",1,"i need an iphone 5s","Europe"
"1013",0,"neraidaalexis10 iphone 5s or iphone 5c youre not getting a new phone","NorthAmerica"
"1014",1,"my mom said i have a choice between a iphone 5c and iphone 5s im so torn","NorthAmerica"
"1015",-1,"the greatest way to feel gorgeous walk run sport 10km seaside iphone5sgold iphone5s httptcos2ncvihien","Asia"
"1016",2,"hey saranicolehixx remember that one time you got a sweet gold iphone 5s ","NorthAmerica"
"1017",2,"anyone wanna trade their iphone 5 or 5s for a yellow 5c","NorthAmerica"
"1018",1,"i want my iphone 5s nowwww","NorthAmerica"
"1019",0,"jessecall5 but i hear the iphone 5s has a fingerprint thing","NorthAmerica"
"1020",1,"lunch me foodporn puertorico ribs yummy iphone5s ipic iphonesia the wings httptco1ycik6q6oz","NorthAmerica"
"1021",1,"first tweet on my new iphone 5s hello twitter ","Asia"
"1022",0,"iphone 6 tf you mean i just got the 5s i swear apple is a mf","NorthAmerica"
"1023",1,"tonyjbod iphone 5s or 5c 5s bro that plastic shit boo boo cuh","NorthAmerica"
"1024",3,"my dad baught me the iphone 5s for christmas","NorthAmerica"
"1025",2,"cant wait till alcoholly buys my iphone 5s ","NorthAmerica"
"1026",3,"my dad bought me the iphone 5s for christmas ","NorthAmerica"
"1027",1,"fuck a iphone 5s ill wait until next year for the 6","NorthAmerica"
"1028",0,"sabuffff im getting the iphone 5s gold","NorthAmerica"
"1029",2,"mtnzaservice hi there is it possible to buy an iphone5s on contract excluding the airtime data etc","Africa"
"1030",1,"domotrendz1914 gotta get a case for this phone asap iphone 5s","NorthAmerica"
"1031",0,"the apple store in houston looks amazing looking iphone5s httptco4ytdnyulkd","NorthAmerica"
"1032",0,"first tweet from the new iphone 5s d gold iphone luckygirl","Europe"
"1033",2,"on my second iphone 5s and its acting up even more than the first sofuckingpissed","NorthAmerica"
"1034",0,"kinda want the iphone 5s","NorthAmerica"
"1035",-2,"i made a horrible mistake i bought iphone 5s i can nt believe i m returning to complicated iphone","Asia"
"1036",4,"my mum just got an iphone 5s and says i dont know if i like it ok then mum","Europe"
"1037",-1,"giveawaylphone5 were not joking we are really giving away iphone 5s to everyone who follow thelifediaries","NorthAmerica"
"1038",2,"have just ordered my upgrade gold iphone 5s will be delivered on wednesday gangsta","Europe"
"1039",0,"i want the iphone 5s","Europe"
"1040",1,"i want to purposely throw my phone at the wall so i have a good enough reason to buy the 5s ","NorthAmerica"
"1041",1,"idk if i should get my sister the iphone 5s or the c ","NorthAmerica"
"1042",1,"finally got an iphone 5s ","NorthAmerica"
"1043",0,"sadly the battery life on my cracked iphone 4 was better than this 5s annoyed","NorthAmerica"
"1044",2,"rt imdanilo iphone 5 of 5s 5","Europe"
"1045",0,"really want a gold iphone 5s","Europe"
"1046",-1,"point pleasedrgibsoon you can buy about 2000 apples with the price of one iphone 5s","Africa"
"1047",2,"charj0912 i have no phone its died going tobuy an iphone 5s this week going to grans in a min but will call you when im back xxxx","Europe"
"1048",3,"hey aunt sue can i get a iphone 5s i dont like my galaxy s4 ya sure lets go it","NorthAmerica"
"1049",-2,"bored restless sunday i really dont want to go out again sshall i update to ios 7 and will i regret it iphone5s ios7 ios7problems","Europe"
"1050",3,"im so happy rn i just ordered my fitter iphone 5s case and my momjust ordered me the iphone 5s gold","NorthAmerica"
"1051",4,"this is how much money my dad gave me gonna buy myself an iphone 5s httptcon79dlfyo8h","NorthAmerica"
"1052",3,"tesco on your website this is for the iphone 5s goldis the 49 pound just for the phone or per month help needed httptcokqeppnx7jr","Europe"
"1053",3,"tescophoneshop on your website this is for the iphone 5s goldis the 49 just for the phone or per month need help httptco5oqknofyvt","Europe"
"1054",1,"hopefully iphone 5s for christmas","NorthAmerica"
"1055",4,"told my dad i didnt want my iphone 5s and he said fine ill give it your brother and he actually has","Europe"
"1056",2,"four of my uncle and aunt already got iphone5s when am i going to get one","NULL"
"1057",0,"gold iphone 5s you are finally mine apple","Asia"
"1058",-1,"thats not the iphone 6 the damn iphone 5s just came out october 1st why would they leak the new iphone 6","NorthAmerica"
"1059",1,"entering harlem with a macbook pro nikon dslr iphone 5s and a credit card pray for me","NorthAmerica"
"1060",1,"the iphone 5s camera supersedes any other camera on any other phone that ive seen iphone5s teamiphone iphoneuser","NorthAmerica"
"1061",1,"because the iphone 5s wasnt my birthday present or anything thanksmom httptcouli8a23bgq","NorthAmerica"
"1062",0,"vancouver vancity downtown waterfront sea bird sky iphone5s onlyiphone architecture color httptcoj35mz3nbns","NorthAmerica"
"1063",1,"i really want the gold iphone 5s yooo like soo serious","NorthAmerica"
"1064",1,"looking like a gold iphone 5s is coming my way ","NorthAmerica"
"1065",1,"iphone 5s text me 3803559 ","NorthAmerica"
"1066",4,"im so used to my iphone 5s fingerprint scanner that when i use my ipad i leave my finger on the home button but nothing happens","Europe"
"1067",1,"the iphone 5s is just a little too mainstream for me","NorthAmerica"
"1068",1,"i put twitter on my aunts iphone 5s and i love it lol wannabeiphoneuser lol","NorthAmerica"
"1069",0,"gold iphone 5s finally httptcoz7swsr0jqi","NorthAmerica"
"1070",0,"gold iphone 5s finally httptcogjmq2vqacl","NorthAmerica"
"1071",0,"im so happy i got the gold iphone 5s","NorthAmerica"
"1072",2,"going to get the iphone 5s gold for my birthday","NorthAmerica"
"1073",1,"stelioskantos iphone 5 not 5s if so hell no","NorthAmerica"
"1074",1,"i love my iphone5s","NorthAmerica"
"1075",3,"somebody buy me a live ass case for my gold iphone5s","NorthAmerica"
"1076",2,"ayeee so to big homie i0g team iphone 5s you get a big trey songz yup for that lol 5s","NorthAmerica"
"1077",6,"martinaustwick my pleasure eats battery on my iphone 5 wouldnt try it on anything older its really designed for the 5s","Australia"
"1078",0,"i really want to get the gold iphone 5s but what is the point if im just gonna cover it up with a case","NorthAmerica"
"1079",2,"i should really stick to my iphone 5s i tend to change my phones a lot ","NorthAmerica"
"1080",3,"my mom talking bout i aint getting nothing for christmas i aint trippin all i want is my iphone 5s in gold then im coo","NorthAmerica"
"1081",0,"i love my nexus 5 so glad ive switched to android gonna be fun comparing with madzaks iphone 5s camera dueling is inevitable","NorthAmerica"
"1082",0,"i want a new phone but i dont want the 5s anymore id rather have the 6","NorthAmerica"
"1083",-1,"so not use to the iphone5s small screen ","NorthAmerica"
"1084",0,"at egyptmarriott matthewmarriott lion marriott park taken by me iphone5s lion marriott gardens httptcojb0ha5lb1g","Asia"
"1085",3,"from an iphone 4s to 5s a really noticeable improvement is power management seems like power never decreases when asleep in your pocket","NorthAmerica"
"1086",1,"i am looking forward to getting the iphone 5s the gold one","NorthAmerica"
"1087",2,"thesciencealert the human eye has around 576 megapixels compared to the iphone 5s that has only an 8 megapixel camera","Africa"
"1088",2,"after two years with my iphone 4s i changed today for my new iphone 5s 64gb gold im so happy httptco8ey8de7xts","Australia"
"1089",0,"hatfulofalina saw this and thought of you httptcoqpujaert9t","Europe"
"1090",0,"finger scan is a bad idea cant unlock my phone with my left thumb after a pike bit my finger today iphone5s httptcodds9xpr60y","Europe"
"1091",0,"least favorite part of the iphone 5s is the earphone jack being on the bottom really awkward to rest on your stomach while in portrait mode","NorthAmerica"
"1092",2,"absolutely love my iphone 5s on ee 4g but its seriously data hungry","Europe"
"1093",2,"heres a new iphone 5s dadyeah why didnt you give me it on christmasyour other phone is shut off nowwhy how much was this","NorthAmerica"
"1094",0,"iphone 5s gold flow","NorthAmerica"
"1095",3,"grindrsupport one is on a 4s and one on an iphone5s","Europe"
"1096",0,"goodbye sprint iphone 4shello att iphone 5s newphone","NorthAmerica"
"1097",0,"4g on the iphone 5s is just iphone5s","Europe"
"1098",0,"this church has the perfect amount of light santiago realtime iphone5s iglesia de san agustn httptcoopopu37dvj","SouthAmerica"
"1099",1,"wanted the 5s but my damn insurance wont let me get it oh well at least i wont have a pos phone anymore","NorthAmerica"
"1100",2,"going to get me an iphone 5s next paycheck","NorthAmerica"
"1101",1,"loving my new iphone 5s ","NorthAmerica"
"1102",1,"my iphone 5s should be hur in a week","NorthAmerica"
"1103",2,"probably my last photo with my iphone 4s finally upgrading to the 5s fittingly its a photo of mt httptcoruchfm9np5","NorthAmerica"
"1104",1,"just got an iphone 5s","NorthAmerica"
"1105",0,"had to travel a long way north from the isle of gprs to experience 4g on my iphone 5s httptcolzk1gejufc","Europe"
"1106",1,"get my iphone 5s tuesday ","NorthAmerica"
"1107",1,"looks good httptco5qalvupzgm androidsucks","NorthAmerica"
"1108",-1,"yesterday i found out i can snap pics with my volume buttons iphone5s teamiphone imslow","NorthAmerica"
"1109",0,"iphone 5s this friday hype","NorthAmerica"
"1110",0,"bored shopping moment 2 sunset garagesunset iphone5s saltlakecity utah walmart supercenter httptcojksht9gvmi","NorthAmerica"
"1111",1,"im getting an iphone 5s dead ass lol i need to have imessage face time but i will miss my android","NorthAmerica"
"1112",0,"intheshadows iphone5s uk derby night httptcohkwbsq4xb9","Europe"
"1113",2,"like the iphone 5s has a fingerprint scanner what the heck can come next thinking","NorthAmerica"
"1114",6,"phones4u got a very good deal today for an iphone5s will be going back to upgrade my own when the time comes","Europe"
"1115",3,"i hope my dad gets me the iphone5s for christmas","NorthAmerica"
"1116",1,"mrderrickshreve awfulannouncing man this iphone 5s is quick cool cell phone can do that","NorthAmerica"
"1117",0,"gettin the iphone 5s ","NorthAmerica"
"1118",0,"this girl just got the gold iphone 5s spoiledwife","NorthAmerica"
"1119",3,"finally upgraded my hit to the iphone5s no more crack screen for me in there","NorthAmerica"
"1120",0,"i just want the iphone 5s now","NorthAmerica"
"1121",1,"k but my dad got the gold iphone 5s ","NorthAmerica"
"1122",2,"maggieduprey uni got the new iphone5s for no reason and i didnt even get it","NorthAmerica"
"1123",0,"which would you choose and why samsung apple iphone5s galaxynote3 haylos haven httptcos40d4rdu5w","NorthAmerica"
"1124",0,"only peasants and poor people get the iphone 5c respectable people have the iphone 5s","NorthAmerica"
"1125",1,"applenws just got the iphone 5s best phone ever to come out in my opinion keep up the great work","NorthAmerica"
"1126",1,"i cant wait to have a iphone 5s 14days","NorthAmerica"
"1127",0,"originalstix getting close originalstix authenticity iphone5s httptcotw5ojhpltn natefowler609","NorthAmerica"
"1128",3,"iphone 5s is coming to smart on november 15 2013 get it for only p1799month httptco3im4becbuh httptcofifpavjwa4","NULL"
"1129",1,"i just dropped my iphone 5s for the first time gotta see if ma baby is okay ","NorthAmerica"
"1130",1,"i want the iphone 5s but my mom is being difficult right now","NorthAmerica"
"1131",2,"get the 5s this week or wait for the iphone 6","NorthAmerica"
"1132",2,"my big bro just updated to the trend he just got an iphone 5s yesterday","NULL"
"1133",0,"iphone 5s 32gb gold on eeorangetmobile applecare too anyone interested","Europe"
"1134",0,"rain drops taken by iphone 5s karlovy vary httptcosml8frs4ku","Europe"
"1135",0,"i wantaniphone5s dont you enter thepricecheck competition here httptcopxlknrweyg 5s sponsored by cacellcoza","Africa"
"1136",0,"i wantaniphone5s dont you enter thepricecheck competition here httptcopxlknrweyg 5s sponsored by cacell","Africa"
"1137",2,"brand new iphone5s for sale 32gb black pm me of interested","Asia"
"1138",0,"new apple inc iphone 5s 5c doing much better than samsung galaxy s4 financial expresshttptconwhvdj8wg4","Asia"
"1139",0,"light speed santiago iphone5s metro baquedano httptco6arp0imeel","SouthAmerica"
"1140",0,"o2 iphone 5s my housemates is a 4s i am on the latest software he isnt his signal is still terrible im at work and have a boostbox here","Europe"
"1141",2,"just trying my fisheye lens for iphone 5s mmmm what do you think staffelsee murnau httptcoidaupw3x2b","Europe"
"1142",0,"finally got myself a phone sorted hello shiny new iphone 5s ","Europe"
"1143",-2,"charlesarthur iphone 5 started at 455k 5c starts at 41k 5s starts at 535k","Asia"
"1144",0,"ipad air sheyiphunmii koredini iphone 5s rt questionnier mention something you wish to buy very cheap price fallyakatasale","Africa"
"1145",0,"walking in the city centrum taken by iphone 5s karlovy vary httptcof8ouqeikex","Europe"
"1146",0,"new hair cut doglovers animallovers dog statigram instanesia iphone5s ridja mansion httptcob8jo3gcbyc","NULL"
"1147",-1,"kinda pissed i didnt get the iphone5s this weekend lol","NorthAmerica"
"1148",2,"i have a 16gb iphone 5s gold for sale looking for decent offers before trading in or putting on ebay if anyone interested","Europe"
"1149",2,"one month till i get my iphone 5s","Europe"
"1150",1,"gmail exchange on my iphone 5s is not working any ideas why help ios7 iphone5s","Asia"
"1151",1,"vodafoneireland any idea when youll have iphone 55s certified for lte","Europe"
"1152",0,"i need the iphone5s","Africa"
"1153",1,"here it is iphone5s httptcojwevizjept","Europe"
"1154",2,"i got buttons for my iphone but now i dont need them since i got the 5s","NorthAmerica"
"1155",-1,"i watched tv program about iphone5c and iphone5s haha konti lang difference","Asia"
"1156",4,"oh ya for those iptas students got ptptn dont waste your money to buy an iphone 5s follow the trend memang binasa","NULL"
"1157",2,"rt meccabingo rtandfollow for a chance to win an iphone 5s to celebrate our new iphone app httptcofmfmxgd4b3 ends 2nd dec 2013 ","Europe"
"1158",0,"en labor modeon gq chiefrocka chiefrockastyle tiempoparatodo iphone5s ante despacho presidencial httptcorzbcxf0yzm","NorthAmerica"
"1159",-1,"between storms sunrise sunrays clouds cloudporn storm sky iphone5s backyard of the lodge at httptcoirrrmusu34","NorthAmerica"
"1160",0,"user iphone 5s gold ","NULL"
"1161",-2,"mighty impressed with the low light capability of this phone nofilter iphone5s morjim beach httptcoqiamvn0hym","Asia"
"1162",4,"its interesting how on iphone 5 s the grass is exposed pass the frame just enough so that the glass would break if you drop it iphone5s","NorthAmerica"
"1163",3,"i want the iphone 5swilling to sell my skyrocket for 300 btw the skyrocket costed 2 times more than 300 but gotta check w vboy first","Asia"
"1164",0,"lancerichard13 lets go get a iphone 5s today lol","NorthAmerica"
"1165",2,"choosing between getting the iphone 5c now or waiting until christmas for the 5s is too hardddd","NorthAmerica"
"1166",-1,"i want the iphone 5s soooooooo bad ","Asia"
"1167",0,"iphone 5s comming soon","Europe"
"1168",5,"400 without an upgrade for the iphone 5s too expensive right now","NorthAmerica"
"1169",0,"two cokes and a candle lowlight iphone5s morjim beach httptcoajsoz2d6im","Asia"
"1170",2,"alfredyay work for that iphone 5s","NorthAmerica"
"1171",0,"im working vscocam iphone5s realtime ekeby skola httptcohikhgnecma","Europe"
"1172",0,"this nig got the gold iphone 5s typicalnig","NorthAmerica"
"1173",3,"one of my coworker putting a protector for this 24k gold iphone5s custom made for floyd mayweather jr httptco7hvozgbmup","Asia"
"1174",1,"people say money cant buy happiness but im pretty damn happy macbook apple iphone5s httptcoytjreamcoa","NorthAmerica"
"1175",3,"chelseapatel cultofmac htc one goes gold as it steps up fight against iphone 5s httptcolxjzrpssqd","NorthAmerica"
"1176",0,"ton iphone 5s tombe par terre tranquille la haine ","Europe"
"1177",0,"i need i phone 5s","NULL"
"1178",1,"new iphone 5s not to bad same as the iphone 5 tho","Europe"
"1179",1,"so yesterday i bought a really pretty iphone 5 case so now i have to get the iphone 5s ","NorthAmerica"
"1180",0,"just when i said i need a new phone i get a call from ee out of the blue to let me know i can get a new iphone 5s for free winning","Europe"
"1181",0,"actually in love with my iphone 5s","Europe"
"1182",0,"finally got the iphone5s httptcoz8dxlvhkyq","Africa"
"1183",3,"xoxolord galaxy star fansite noona will give kai an iphone 5s for his upcoming birthdayhttptcomcmx1daqjd","Asia"
"1184",2,"all i want for christmas is a ps4 a new car and a black iphone 5s i dont ask for much do i santa ","NorthAmerica"
"1185",2,"wtf the vibrate on my phone doesnt work 1 month til upgrade woo woo iphone5s","Europe"
"1186",0,"trying to get on this iphone 5s tips","NorthAmerica"
"1187",1,"im so happy i became friends with this bell representative last year hes giving me the nicest deal on an iphone 5s","NorthAmerica"
"1188",-1,"the battery on my iphone is some shit man i swear ill be glad when i get this 5s","NorthAmerica"
"1189",1,"got my new iphone 5s last night","NorthAmerica"
"1190",3,"fucniggagotanna im the only 1 in bhs with the gold iphone 5s no your not jordan got one","NorthAmerica"
"1191",5,"you know i think id like my iphone5s better if it didnt decide to not play my ringtones even though theyre turned on iphoneproblems","NorthAmerica"
"1192",3,"like i dont want a half vibrate then a message to appear and then my tones to go off after i unlock my screen iphone5s iphoneproblems","NorthAmerica"
"1193",-1,"really tryin to get the iphone 5s on black friday done with this 4","NorthAmerica"
"1194",0,"or a iphone 5s","NorthAmerica"
"1195",1,"christleyuy all i want for christmas is you joke iphone 5s gusto ko","Asia"
"1196",1,"i want an iphone 5s","Asia"
"1197",0,"anybody selling a iphone 5s","NorthAmerica"
"1198",-1,"now i wonder what iphone 5s plans emobileireland have and can they beat the offer ive been offered by vodafone","Europe"
"1199",0,"uscellular iphone 5s is now available from us cellular httptcop5kw6pjqin kenseydeal","NorthAmerica"
"1200",2,"im thinking its a pumpkin spice latte new iphone 5s manipedi sushi kinda day princesstime spoiled","NorthAmerica"
"1201",0,"32gb iphone 5s is 819 unlocked wat literally double the price of googles flagship","NorthAmerica"
"1202",2,"my own version of the iphone 5s httptcog6vuvwwcfx","NULL"
"1203",0,"anyone want to buy a iphone 5s 300","Europe"
"1204",0,"slomo test of iphone 5s and my weakness tricks iphone 5s bmx ride slomo tommys place httptco3tksucnpec","Asia"
"1205",0,"iphone trinkets tshirts lanyards mugs iphone4s iphone5c iphone5s 31st floor sitel philippines httptcofywmfyutss","Asia"
"1206",3,"my teacher really stopped me after class to ask if my phone was the iphone 5s lmao duh ","NorthAmerica"
"1207",1,"lbaird95 oh look im baird and iv got an iphone 5s","Europe"
"1208",2,"lancelotsarmor love my holy grail for black iphone 5s best screen protector ever how about one completely clear","Europe"
"1209",1,"engadgetweekly roundup xbox one and nokia lumia 2520 reviews the future of ea games and morehttptcojfhhw8x9jk","Asia"
"1210",1,"how much o rt adrnzr want to sell my iphone anyone insterested 5s 64gb","NULL"
"1211",0,"matts happy italian boy got that gold iphone5s lolol cx im going to miss his little cute phone ","NorthAmerica"
"1212",0,"im about that iphone 5s life","Africa"
"1213",3,"my phone keeps having spasm attacks i think its time for the 5s","NorthAmerica"
"1214",5,"used an iphone 5s today for the first time have to say its pretty impressive but is it really worth the upgrade apple fanboy","Asia"
"1215",2,"wallmarts offering the iphone 5s for 189 this year for black friday","NorthAmerica"
"1216",1,"so i spent money on this iphone 5s and nobody wanna text a nigga never again","NorthAmerica"
"1217",0,"silent igers igersbeijing iphone5s archdaily architecture trb beijing instahub instavscocam httptcofwxatiqfxs","Asia"
"1218",3,"i really cant wait for my upgrade and get this 5s this iphone 4 is about to get smashed against the wall lol","NorthAmerica"
"1219",0,"well hello beautiful iphone5s httptcocznslctqyn","Europe"
"1220",-1,"empty igers igersbeijing iphone5s beijing trb instahub instagood instavscocam archdaily httptcoym6b5lfras","Asia"
"1221",0,"i got the iphone 5s bye haters ","NorthAmerica"
"1222",1,"gathered sky light installation by james turrel igers igersbeijing iphone5s beijing sky art httptcoseh432raan","Asia"
"1223",0,"think my hands are tooo small how else could i find the iphone 5s big to hold","Asia"
"1224",0,"o2 why are airtime plans for iphone 5s different prices for different gb size phones thought you paid phone plan and airtime separate","Europe"
"1225",2,"i love my new iphone5s my new toy","NorthAmerica"
"1226",1,"umdoes anyone know how to jailbreak an iphone 5s","NorthAmerica"
"1227",1,"ready to get my iphone 5s this glaxaxy s3 just ugh ","NorthAmerica"
"1228",1,"finally i bought my iphone 5s gold ","Africa"
"1229",0,"farhandraffar 4sold 5scoming soon havoc iphone user","NULL"
"1230",2,"paddybireland i have the htc one mini paddy and i think its better than the iphone 5s theyre similar in shapesize","Europe"
"1231",0,"raynators 5s 64gb sold lamborghini veneno coming soon another iphone user havoc sampai mati","NULL"
"1232",1,"i need a iphone 5s like now","NorthAmerica"
"1233",1,"just activated my gold iphone 5s ","NorthAmerica"
"1234",2,"cheeky sneak peak of the iphone 5s hopefully getting it for christmas ","Europe"
"1235",3,"not really sure how to go forward with my ever since i got an iphone 5s i cant make phone calls from my apartment problem cant prove it","NorthAmerica"
"1236",1,"the fingerprint scanner on iphone 5s is boss until you have a shower and your fingers go wrinkly ","Europe"
"1237",2,"how do you get the emoji on to your messages n tweets got new i phone 5s canne remember how to do it lol","Europe"
"1238",1,"finally have an iphone 5s woooooooo","Europe"
"1239",-1,"im really wanting the black iphone 5s im done with white","NorthAmerica"
"1240",1,"if i saved up all the money ive gone over on phone bills in the last year im sure id have saved enough for a iphone 5s","Europe"
"1241",1,"treated myself to an iphone 5s today sorry bank account","Europe"
"1242",2,"bought ericanoodle the iphone 5s for her bday now i want one fail","NorthAmerica"
"1243",0,"battery life on iphone 5s is a joke ","Europe"
"1244",1,"im getting an iphone 5s fucking yetttttiiii nae more iphone 3gs nae more ios 41 hahaha","Europe"
"1245",0,"iphone 5s rocks","NorthAmerica"
"1246",0,"iphone 5s being delivered wednesday thanks threecare soexcited","Europe"
"1247",1,"how on earth you get that iphone 5s youre just a kid spoil brat","NULL"
"1248",0,"i want the iphone 5s","NorthAmerica"
"1249",3,"stephgump the iphone 5s camera is mad sexy making me look like one 1110 you knowi think that was god","Europe"
"1250",2,"i need to get my new iphone 5s asap this 4s is giving up on me","NorthAmerica"
"1251",1,"god i love my iphone 5s teamapple nerd inlove iphone","NorthAmerica"
"1252",-1,"charlottedanso says the girl with the iphone 5ssmh","Europe"
"1253",0,"i really need the iphone 5s","NorthAmerica"
"1254",2,"nkanyezikubheka maybe i should give away an iphone 5s and 5c since everyone has been on that i love my s4 tweetsmay i be the 1st","Africa"
"1255",4,"today i registered my cats paw on my iphone 5s fingerprint scanner after my scratches heal i will attempt to use the paw to buy an app","NorthAmerica"
"1256",0,"noahkravitz what happened to the iphone 5s ","Asia"
"1257",-1,"at theavenues iphone5s avenues httptcoh4lpt9be61","Asia"
"1258",3,"thesedamnquote iphone 5s for christmas retweet if you want one already got it ","NorthAmerica"
"1259",1,"wishlist for christmasiphone5smacbook airipad beatsjust dance 2014 xbox kinectticket philippines hanggang pangarap lng haha ","Europe"
"1260",1,"ordered 16gb 5s last night thought id chosen silver but i chose gold face palm ill get used to it grateful for a new phone","NorthAmerica"
"1261",3,"this time tomorrow ill have an iphone 5s and it will be a good day","Europe"
"1262",3,"besides my protein and weights all i want for my birthday is the iphone 5s which im getting lol","NorthAmerica"
"1263",2,"a fucking cadburys cream egg blew up on my iphone 5s its now covered in goo fuck you cadburyuk","Europe"
"1264",1,"vodafoneukdeals hi guys can upgrade now but no iphone 5s 16gb in stock any idea when theyll be back in stock cheers","Europe"
"1265",-1,"iphone 5s has slow motion on the camera legit","NorthAmerica"
"1266",0,"i want a puppy and a iphone 5s","NorthAmerica"
"1267",0,"iphone 5s in less then a month yussss","NorthAmerica"
"1268",2,"hai no u r khothing 4 sure nkanyezik maybe i should give away an iphone 5s and 5c since everyone has been on that i love my s4 tweets","Africa"
"1269",1,"getting my new iphone 5s today teamiphone","NorthAmerica"
"1270",1,"my new gold iphone 5s is glorious happycustomer","NorthAmerica"
"1271",0,"mendmyi are the iphone 5c and 5s screen protectors the same size","Europe"
"1272",4,"anyone have a good suggestion for iphone 5s phone covers i think i want one that is seethrough","NorthAmerica"
"1273",7,"i roam between an iphone 5 and a 5s belgium and monaco international keyboard settings the same 5s not as good as the 5 for text input","Europe"
"1274",3,"dezzyrayanne im getting the iphone 5s next week buy me one 2 ","NorthAmerica"
"1275",0,"iphone 5s swag finally yay nocracks merrychristmastoome ","NorthAmerica"
"1276",2,"this battery on this iphone 5s is love it only die quick when i stay playing candy crush ","NorthAmerica"
"1277",0,"would getting the iphone 5s on black friday be a better deal ","NorthAmerica"
"1278",0,"going to buy the iphone 5s ","NorthAmerica"
"1279",0,"metrocity muck friend phototheday besttheday meral iphone5s metrocity httptconem9oaq7il","Asia"
"1280",1,"dokadnie tak mmmmichelle14 the only downside to having an iphone 5s is constantly having to demonstrate the touch id","Europe"
"1281",4,"i got insurance on my 5s for two years for like 80 bucks because i was super nice to the lady on the phone ","NorthAmerica"
"1282",0,"just got ma iphone 5s","NorthAmerica"
"1283",1,"iphone 5s for mother ","Asia"
"1284",0,"goldengate bridge sanfran sanfrancisco bridge goldengate pano iphone5s golden gate bridge httptcopthamcjs4h","NorthAmerica"
"1285",2,"someone be a babe and buy me the iphone 5s in good ","Europe"
"1286",1,"selling an iphone 5 if anyone is interested 5s on the way ","Europe"
"1287",0,"we were watching youtube videos in computers class today and theres this guy breaking his new iphone 5s","Europe"
"1288",2,"rt if you own an iphone5s","Africa"
"1289",2,"after seeing the iphone 5s i see its no use in having a iphone if you dont have that model","NorthAmerica"
"1290",0,"safari on iphone 5s blows switched to opera and life is better","NorthAmerica"
"1291",0,"why the fuck would someone break their brand new iphone 5s you have no heart psycho","Europe"
"1292",0,"iphone 5s en poche ","Europe"
"1293",1,"oomf pum pum so good iphone 5s","NorthAmerica"
"1294",-1,"shattered my new iphone 5s what a bummer going to the apple store today at noon lets see what this costs clumsy idiot","NorthAmerica"
